TERM,term,CRN,Course,ATTR,TITLE,DESCRIPTION,MEETINGDAYS,BLDG_ROOM,CLAS_DAYS,CLASTIME,CLAS_BLDGROOM,CMT1_DAYS,CMT1TIME,CMT1_BLDGROOM,SWAP_ENRL,SWAP_MAXENRL,PROJECTEDENRL,INST_LIN,INSTRUCTOR,XLST_GRP,XLST_CRSE,COLLEG,Sustainable,Justification,Keyword Match,Course WS Match,WS/Sustainable Faculty Match,Prev Identified Match,CC Encounter Match
202510,spring 2025,12428,MATH 263-010,,Introduction to Theory of Probability,"An introduction to the basics of Calculus-based theory of Probability. Includes combinatorial techniques, events, independence, and conditional probability; discrete and continuous probability distributions, expectation and variance; joint distributions and covariance; moment generating functions; basic form of the Laws of Large Numbers and the Central Limit Theorem. Prior knowledge of Probability not required. Not available for credit to students who have completed (MATH 231 and MATH 264) or MATH 309. Cannot be taken concurrently to MATH 309.",M W,CU 215,,-, ,,-, ,20,19,25,858494568,"Neel, Robert",,,Arts & Sciences,,,,,,,
202510,spring 2025,11962,MATH 264-110,,Introduction to Stat. Reasoning,"Introduction to the basic concepts, logic and issues involved in statistical reasoning and statistical methods used to analyze data and evaluate studies. Topics include descriptive statistics and exploratory data analysis, and basic concepts of machine learning; elementary probability and statistical inference. Examples drawn from various areas of application. Use of computer software (e.g., Minitab, R) to facilitate understanding and to complete data analysis. Not available for credit to students who have completed both MATH 231 and MATH 263.",M W,CU 216,,-, ,,-, ,25,25,30,896658492,"Wu, Ping-Shi",,,Arts & Sciences,,,,,,,
202510,spring 2025,12043,MATH 264-111,,Introduction to Stat. Reasoning,"Introduction to the basic concepts, logic and issues involved in statistical reasoning and statistical methods used to analyze data and evaluate studies. Topics include descriptive statistics and exploratory data analysis, and basic concepts of machine learning; elementary probability and statistical inference. Examples drawn from various areas of application. Use of computer software (e.g., Minitab, R) to facilitate understanding and to complete data analysis. Not available for credit to students who have completed both MATH 231 and MATH 263.",T,RB 051,,-, ,,-, ,25,25,30,11111,"Staff, Teaching",,,Arts & Sciences,,,,,,,
202510,spring 2025,15425,MATH 341-010,,Math Models&Their Formlt,Mathematical modeling of engineering and physical systems with examples drawn from diverse disciplines. Emphasis is on building models of real world problems and the analysis as well as numerical simulations of the models.,T R,CU 215,,-, ,,-, ,15,15,20,815548090,"Yu, Yue",,,Arts & Sciences,,,,,,,
202510,spring 2025,10305,MATH 374-010,,Statistical Project,Supervised field project or independent reading in statistics or probability. Consent of department chair required.,, ,,-, ,,-, ,3,3,3,800040253,"Kim, Taeho",,,Arts & Sciences,,,,,,,
202510,spring 2025,12556,MATH 381-023,,Undergraduate Research,Research in mathematics or statistics under the direction of a faculty member. Consent of department chair required.,, ,,-, ,,-, ,5,10,10,813653570,"Skandera, Mark",,,Arts & Sciences,,,,,,,
202510,spring 2025,12549,MATH 381-032,,Undergraduate Research,Research in mathematics or statistics under the direction of a faculty member. Consent of department chair required.,, ,,-, ,,-, ,3,1,1,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,10306,MATH 402-010,,Real Analysis II,"Metric spaces; introduction to Banach and Hilbert space theory; Fourier series and Fejer operators; general measure and integration theory, RadonNikodym and Riesz representation and theorems; LebesgueStieljtes integral.",M W,MG 103,,-, ,,-, ,9,10,15,800079189,"Sun, Ao",,,Arts & Sciences,,,,,,,
202510,spring 2025,13375,MATH 408-010,,Algebraic Topology,Polyhedra; fundamental groups; simplicial and singular homology.,T R,CU 218,,-, ,,-, ,8,10,15,813541053,"Sun, Xiaofeng",,,Arts & Sciences,,,,,,,
202510,spring 2025,15394,MATH 424-010,,Differential Geometry II,"Curves and surfaces in Euclidean space; mean and Gaussian curvatures, covariant differentiation, parallelism, geodesics, GaussBonnet formula. Riemannian metrics, connections, sectional curvature, generalized GaussBonnet theorem. Further topics.",M W,CU 115,,-, ,,-, ,8,15,20,896269783,"Cao, Huai-Dong",,,Arts & Sciences,,,,,,,
202510,spring 2025,10750,MATH 428-010,,Fields And Modules,"Field theory, including an introduction to Galois theory; the theory of modules, including tensor products and classical algebras.",T R,CU 215,,-, ,,-, ,6,15,20,843576714,"Harder, Andrew",,,Arts & Sciences,,,,,,,
202510,spring 2025,14329,MATH 468-010,,Financial Stochastic Analysis,"Basic mathematical concepts behind pricing of derivative securities. Hedging and pricing by arbitrage in the setting of binary trees and Black-Scholes model. Application of Stochastic Calculus to the pricing of a variety of financial instruments: multiple stock models, American and exotic options, and foreign currency interest rate. Heath-Jarrow-Morton model for the term structure of interest rates and short rate models. Applications of the theory to a variety of interest rates contracts including swaps, caps, floors, swap options.",T R,CU 215,,-, ,,-, ,18,15,20,864327827,"Conus, Daniel",,,Arts & Sciences,,,,,,,
202510,spring 2025,13854,MBA 454-010,,Management - OB/HR 1-MBA,"This course focuses on understanding human behavior at work and how it is influenced by individual differences, group dynamics, and by the organizational context in which people are employed. Key organizational behavior theories will be applied to fundamental human resource management issues with an emphasis on aligning an organization’s talent with its strategy to maximize performance. Topics will include: staffing and selection, training and development, motivation, performance management, leadership, and optimizing effectiveness by understanding behavioral factors of individuals and groups.",T,BI 224,,-, ,,-, ,20,25,25,835689461,"Mawritz, Kenneth",,,Business,,,,,,,
202510,spring 2025,13855,MBA 464-010,,Employees 1-MBA,"This course will focus on the evolving social contract between employers and employees in the modern corporation, their causes and consequences. Topics will build on the basics from the Management OB/HR course from the first session. In particular, coverage will include the following issues: procedural justice and fairness; privacy and freedom of speech; work-life balance, diversity, inclusion, and the bottom line; job security and alternative work arrangements, compensation; employee ownership; performance management and career development.",T,BI 224,,-, ,,-, ,20,25,25,835689461,"Mawritz, Kenneth",,,Business,,,,,,,
202510,spring 2025,13185,ME 010-010,,Graphics For Engr Design,"Graphical description of mechanical engineering design for visualization and communication by freehand sketching, production drawings, and 3D solid geometric representations. Introduction to creation, storage, and manipulation of such graphical descriptions through an integrated design project using state-of-the art, commercially available computer-aided engineering software. Lectures and laboratory. (ES 1), (ED 2).",F,PA 502,,-, ,,-, ,51,44,52,820574199,"Inacio, Jordan",,,Engineering,,,,,,,
202510,spring 2025,13186,ME 010-060,,Graphics For Engr Design,"Graphical description of mechanical engineering design for visualization and communication by freehand sketching, production drawings, and 3D solid geometric representations. Introduction to creation, storage, and manipulation of such graphical descriptions through an integrated design project using state-of-the art, commercially available computer-aided engineering software. Lectures and laboratory. (ES 1), (ED 2).",T R,PA 502,,-, ,,-, ,25,22,26,820574199,"Inacio, Jordan",,,Engineering,,,,,,,
202510,spring 2025,13187,ME 010-061,,Graphics For Engr Design,"Graphical description of mechanical engineering design for visualization and communication by freehand sketching, production drawings, and 3D solid geometric representations. Introduction to creation, storage, and manipulation of such graphical descriptions through an integrated design project using state-of-the art, commercially available computer-aided engineering software. Lectures and laboratory. (ES 1), (ED 2).",T R,PA 502,,-, ,,-, ,26,22,26,820574199,"Inacio, Jordan",,,Engineering,,,,,,,
202510,spring 2025,11291,ME 017-010,,Numer Method Mechan Engineer,"Numerical methods applied to mechanical engineering problems. Techniques for interpolation, curve fitting, plotting of numerical data, etc. Numerical techniques for solving algebraic and differential equations. Computational platforms to be used include MATLAB.",T R,DR 210,,-, ,,-, ,70,75,80,811266165,"Vasile, Cristian Ioan",,,Engineering,,,,,,,
202510,spring 2025,13188,ME 021-010,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,M,LL 316,,-, ,,-, ,61,72,80,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,13189,ME 021-061,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,M,PA 268,,-, ,,-, ,8,8,8,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,13190,ME 021-062,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,M,PA 268,,-, ,,-, ,8,8,8,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,13191,ME 021-063,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,T,PA 268,,-, ,,-, ,9,8,8,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,13192,ME 021-064,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,T,PA 268,,-, ,,-, ,8,8,8,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,14892,ME 021-065,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,M,PA 268,,-, ,,-, ,5,8,8,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,13233,ME 021-066,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,M,PA 268,,-, ,,-, ,6,8,8,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,14893,ME 021-067,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,T,PA 268,,-, ,,-, ,8,8,8,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,14144,ME 021-068,,M E Laboratory I,Experimental methods in mechanical engineering and mechanics. Analysis of experimental error and error propagation. Introduction to elementary instrumentation. Introduction to digital data acquisition.,T,PA 268,,-, ,,-, ,9,8,8,820811716,"Chew, Meng-Sang",,,Engineering,,,,,,,
202510,spring 2025,15026,ME 104-010,,Thermodynamics I,"Basic concepts and principles of thermodynamics with emphasis on simple compressible substances. First and second law development, energy equations, reversibility, entropy and efficiency. Properties of pure substances and thermodynamic cycles.",R,NV 002,,-, ,,-, ,95,80,110,815891052,"Dailey, Hannah",,,Engineering,,,,,,,
